Date,GSPC,VIX
1997-12-22,953.7,28.56
1997-12-23,939.13,29.86
1997-12-24,932.7,30.27
1997-12-26,936.46,29.27
1997-12-29,953.35,26.79
1997-12-30,970.84,24.38
1997-12-31,970.43,24.01
1998-01-02,975.04,23.42
1998-01-05,977.07,24.36
1998-01-06,966.58,25.66
1998-01-07,964.0,25.07
1998-01-08,956.05,26.01
1998-01-09,927.69,28.69
1998-01-12,939.21,28.02
1998-01-13,952.12,25.17
1998-01-14,957.94,23.75
1998-01-15,950.73,23.45
1998-01-16,961.51,21.65
1998-01-20,978.6,21.65
1998-01-21,970.81,22.53
1998-01-22,963.04,23.16
1998-01-23,957.59,23.32
1998-01-26,956.95,23.97
1998-01-27,969.02,22.27
1998-01-28,977.46,22.06
1998-01-29,985.49,21.65
1998-01-30,980.28,21.47
1998-02-02,1001.27,21.36
1998-02-03,1006.0,20.67
1998-02-04,1006.9,20.55
1998-02-05,1003.54,21.29
1998-02-06,1012.46,20.51
1998-02-09,1010.74,21.55
1998-02-10,1019.01,20.66
1998-02-11,1020.01,20.38
1998-02-12,1024.14,19.73
1998-02-13,1020.09,19.84
1998-02-17,1022.76,20.76
1998-02-18,1032.08,19.66
1998-02-19,1028.28,19.88
1998-02-20,1034.21,19.0
1998-02-23,1038.14,18.99
1998-02-24,1030.5601,19.35
1998-02-25,1042.9,18.62
1998-02-26,1048.67,18.63
1998-02-27,1049.34,18.55
1998-03-02,1047.7,19.19
1998-03-03,1052.02,19.04
1998-03-04,1047.33,19.58
1998-03-05,1035.05,20.93
1998-03-06,1055.6899,19.14
1998-03-09,1052.3101,20.23
1998-03-10,1064.25,19.43
1998-03-11,1068.47,18.89
1998-03-12,1069.92,18.25
1998-03-13,1068.61,18.71
1998-03-16,1079.27,18.51
1998-03-17,1080.45,18.66
1998-03-18,1085.52,18.29
1998-03-19,1089.74,17.76
1998-03-20,1099.16,18.69
1998-03-23,1095.55,19.98
1998-03-24,1105.65,20.51
1998-03-25,1101.9301,22.54
1998-03-26,1100.8,22.81
1998-03-27,1095.4399,23.47
1998-03-30,1093.6,24.66
1998-03-31,1101.75,24.22
1998-04-01,1108.15,23.37
1998-04-02,1120.01,21.98
1998-04-03,1122.7,21.82
1998-04-06,1121.38,22.47
1998-04-07,1109.55,23.66
1998-04-08,1101.65,23.17
1998-04-09,1110.67,21.51
1998-04-13,1109.6899,22.77
1998-04-14,1115.75,21.61
1998-04-15,1119.3199,20.89
1998-04-16,1108.17,22.06
1998-04-17,1122.72,20.76
1998-04-20,1123.65,20.39
1998-04-21,1126.67,19.91
1998-04-22,1130.54,19.44
1998-04-23,1119.58,20.6
1998-04-24,1107.9,21.97
1998-04-27,1086.54,26.09
1998-04-28,1085.11,24.17
1998-04-29,1094.62,22.78
1998-04-30,1111.75,21.18
1998-05-01,1121.0,19.34
1998-05-04,1122.0699,20.32
1998-05-05,1115.5,21.46
1998-05-06,1104.92,22.79
1998-05-07,1095.14,23.39
1998-05-08,1108.14,20.57
1998-05-11,1106.64,21.05
1998-05-12,1115.79,20.98
1998-05-13,1118.86,20.44
1998-05-14,1117.37,19.64
1998-05-15,1108.73,20.44
1998-05-18,1105.8199,21.69
1998-05-19,1109.52,20.39
1998-05-20,1119.0601,19.89
1998-05-21,1114.64,19.38
1998-05-22,1110.47,18.99
1998-05-26,1094.02,22.07
1998-05-27,1092.23,22.59
1998-05-28,1097.6,20.74
1998-05-29,1090.8199,21.32
1998-06-01,1090.98,22.83
1998-06-02,1093.22,22.0
1998-06-03,1082.73,22.85
1998-06-04,1094.83,21.22
1998-06-05,1113.86,19.78
1998-06-08,1115.72,20.58
1998-06-09,1118.41,20.52
1998-06-10,1112.28,21.48
1998-06-11,1094.58,23.57
1998-06-12,1098.84,22.78
1998-06-15,1077.01,25.94
1998-06-16,1087.59,24.8
1998-06-17,1107.11,22.89
1998-06-18,1106.37,22.4
1998-06-19,1100.65,21.92
1998-06-22,1103.21,21.94
1998-06-23,1119.49,20.17
1998-06-24,1132.88,20.02
1998-06-25,1129.28,20.25
1998-06-26,1133.2,19.36
1998-06-29,1138.49,19.57
1998-06-30,1133.84,19.71
1998-07-01,1148.5601,18.0
1998-07-02,1146.42,17.67
1998-07-06,1157.33,18.63
1998-07-07,1154.66,18.62
1998-07-08,1166.38,17.82
1998-07-09,1158.5601,18.16
1998-07-10,1164.33,17.92
1998-07-13,1165.1899,18.26
1998-07-14,1177.58,17.88
1998-07-15,1174.8101,17.89
1998-07-16,1183.99,16.97
1998-07-17,1186.75,16.23
1998-07-20,1184.1,17.34
1998-07-21,1165.0699,20.1
1998-07-22,1164.08,20.32
1998-07-23,1139.75,23.01
1998-07-24,1140.8,23.01
1998-07-27,1147.27,23.13
1998-07-28,1130.24,25.25
1998-07-29,1125.21,24.79
1998-07-30,1142.95,22.66
1998-07-31,1120.67,24.8
1998-08-03,1112.4399,25.98
1998-08-04,1072.12,31.06
1998-08-05,1081.4301,29.83
1998-08-06,1089.63,28.2
1998-08-07,1089.45,27.02
1998-08-10,1083.14,28.75
1998-08-11,1068.98,31.91
1998-08-12,1084.22,28.55
1998-08-13,1074.91,29.92
1998-08-14,1062.75,34.34
1998-08-17,1083.67,31.86
1998-08-18,1101.2,28.4
1998-08-19,1098.0601,28.69
1998-08-20,1091.6,30.0
1998-08-21,1081.24,33.14
1998-08-24,1088.14,31.8
1998-08-25,1092.85,30.33
1998-08-26,1084.1899,31.14
1998-08-27,1042.59,38.55
1998-08-28,1027.14,39.6
1998-08-31,957.28,44.28
1998-09-01,994.26,36.48
1998-09-02,990.48,36.76
1998-09-03,982.26,41.43
1998-09-04,973.89,43.31
1998-09-08,1023.46,37.9
1998-09-09,1006.2,39.66
1998-09-10,980.19,45.29
1998-09-11,1009.06,43.74
1998-09-14,1029.72,38.57
1998-09-15,1037.6801,36.58
1998-09-16,1045.48,35.94
1998-09-17,1018.87,39.23
1998-09-18,1020.09,38.63
1998-09-21,1023.89,38.58
1998-09-22,1029.63,36.62
1998-09-23,1066.09,32.47
1998-09-24,1042.72,34.66
1998-09-25,1044.75,34.55
1998-09-28,1048.6899,34.87
1998-09-29,1049.02,36.08
1998-09-30,1017.01,40.95
1998-10-01,986.39,43.48
1998-10-02,1002.6,40.47
1998-10-05,988.56,42.81
1998-10-06,984.59,41.2
1998-10-07,970.68,43.51
1998-10-08,959.44,45.74
1998-10-09,984.39,42.2
1998-10-12,997.71,40.07
1998-10-13,994.8,40.23
1998-10-14,1005.53,38.96
1998-10-15,1047.49,33.34
1998-10-16,1056.42,34.82
1998-10-19,1062.39,33.13
1998-10-20,1063.9301,33.11
1998-10-21,1069.92,33.21
1998-10-22,1078.48,31.53
1998-10-23,1070.67,32.27
1998-10-26,1072.3199,32.38
1998-10-27,1065.34,32.95
1998-10-28,1068.09,32.42
1998-10-29,1085.9301,29.5
1998-10-30,1098.67,28.05
1998-11-02,1111.6,27.26
1998-11-03,1110.84,27.76
1998-11-04,1118.67,27.37
1998-11-05,1133.85,26.01
1998-11-06,1141.01,25.7
1998-11-09,1130.2,28.09
1998-11-10,1128.26,28.17
1998-11-11,1120.97,28.47
1998-11-12,1117.6899,29.28
1998-11-13,1125.72,29.03
1998-11-16,1135.87,28.9
1998-11-17,1139.3199,27.95
1998-11-18,1144.48,27.13
1998-11-19,1152.61,25.5
1998-11-20,1163.55,22.47
1998-11-23,1188.21,21.84
1998-11-24,1182.99,23.28
1998-11-25,1186.87,22.15
1998-11-27,1192.33,22.09
1998-11-30,1163.63,26.01
1998-12-01,1175.28,24.97
1998-12-02,1171.25,25.43
1998-12-03,1150.14,28.7
1998-12-04,1176.74,25.31
1998-12-07,1187.7,24.9
1998-12-08,1181.38,25.58
1998-12-09,1183.49,25.66
1998-12-10,1165.02,26.81
1998-12-11,1166.46,27.72
1998-12-14,1141.2,31.31
1998-12-15,1162.83,29.42
1998-12-16,1161.9399,29.96
1998-12-17,1179.98,27.96
1998-12-18,1188.03,25.04
1998-12-21,1202.84,23.86
1998-12-22,1203.5699,22.78
1998-12-23,1228.54,20.21
1998-12-24,1226.27,21.48
1998-12-28,1225.49,23.5
1998-12-29,1241.8101,22.18
1998-12-30,1231.9301,23.34
1998-12-31,1229.23,24.42
1999-01-04,1228.1,26.17
1999-01-05,1244.78,24.46
1999-01-06,1272.34,23.34
1999-01-07,1269.73,24.37
1999-01-08,1275.09,23.28
1999-01-11,1263.88,25.46
1999-01-12,1239.51,28.1
1999-01-13,1234.4,30.11
1999-01-14,1212.1899,32.98
1999-01-15,1243.26,29.24
1999-01-19,1252.0,29.24
1999-01-20,1256.62,28.6
1999-01-21,1235.16,30.92
1999-01-22,1225.1899,31.95
1999-01-25,1233.98,31.13
1999-01-26,1252.3101,29.23
1999-01-27,1243.17,29.73
1999-01-28,1265.37,28.11
1999-01-29,1279.64,26.25
1999-02-01,1273.0,27.67
1999-02-02,1261.99,28.16
1999-02-03,1272.0699,27.88
1999-02-04,1248.49,29.48
1999-02-05,1239.4,29.67
1999-02-08,1243.77,30.27
1999-02-09,1216.14,31.36
1999-02-10,1223.55,30.45
1999-02-11,1254.04,27.42
1999-02-12,1230.13,29.76
1999-02-16,1241.87,29.65
1999-02-17,1224.03,30.65
1999-02-18,1237.28,30.45
1999-02-19,1239.22,29.3
1999-02-22,1272.14,25.87
1999-02-23,1271.1801,26.49
1999-02-24,1253.41,27.21
1999-02-25,1245.02,28.01
1999-02-26,1238.33,27.88
1999-03-01,1236.16,28.37
1999-03-02,1225.5,29.22
1999-03-03,1227.7,29.04
1999-03-04,1246.64,26.67
1999-03-05,1275.47,24.08
1999-03-08,1282.73,24.54
1999-03-09,1279.84,25.02
1999-03-10,1286.84,24.79
1999-03-11,1297.6801,24.37
1999-03-12,1294.59,24.84
1999-03-15,1307.26,25.24
1999-03-16,1306.38,25.15
1999-03-17,1297.8199,25.57
1999-03-18,1316.55,24.13
1999-03-19,1299.29,24.32
1999-03-22,1297.01,25.0
1999-03-23,1262.14,27.27
1999-03-24,1268.59,26.6
1999-03-25,1289.99,24.33
1999-03-26,1282.8,24.04
1999-03-29,1310.17,23.54
1999-03-30,1300.75,22.73
1999-03-31,1286.37,23.26
1999-04-01,1293.72,22.06
1999-04-05,1321.12,22.19
1999-04-06,1317.89,22.65
1999-04-07,1326.89,22.81
1999-04-08,1343.98,22.59
1999-04-09,1348.35,21.77
1999-04-12,1358.63,21.93
1999-04-13,1349.8199,22.73
1999-04-14,1328.4399,24.94
1999-04-15,1322.85,23.93
1999-04-16,1319.0,23.9
1999-04-19,1289.48,26.42
1999-04-20,1306.17,25.02
1999-04-21,1336.12,23.31
1999-04-22,1358.8199,22.62
1999-04-23,1356.85,22.76
1999-04-26,1360.04,23.53
1999-04-27,1362.8,23.36
1999-04-28,1350.91,24.4
1999-04-29,1342.83,25.06
1999-04-30,1335.1801,25.07
1999-05-03,1354.63,24.15
1999-05-04,1332.0,25.62
1999-05-05,1347.3101,25.19
1999-05-06,1332.05,27.44
1999-05-07,1345.0,25.36
1999-05-10,1340.3,26.62
1999-05-11,1355.61,25.62
1999-05-12,1364.0,26.13
1999-05-13,1367.5601,25.02
1999-05-14,1337.8,26.86
1999-05-17,1339.49,27.28
1999-05-18,1333.3199,27.26
1999-05-19,1344.23,25.08
1999-05-20,1338.83,24.46
1999-05-21,1330.29,24.4
1999-05-24,1306.65,27.62
1999-05-25,1284.4,28.9
1999-05-26,1304.76,27.57
1999-05-27,1281.41,28.12
1999-05-28,1301.84,25.39
1999-06-01,1294.26,26.62
1999-06-02,1294.8101,26.21
1999-06-03,1299.54,26.2
1999-06-04,1327.75,23.43
1999-06-07,1334.52,23.78
1999-06-08,1317.33,24.02
1999-06-09,1318.64,23.9
1999-06-10,1302.8199,25.32
1999-06-11,1293.64,25.9
1999-06-14,1294.0,26.51
1999-06-15,1301.16,25.91
1999-06-16,1330.41,22.4
1999-06-17,1339.9,21.95
1999-06-18,1342.84,21.75
1999-06-21,1349.0,21.81
1999-06-22,1335.88,21.7
1999-06-23,1333.0601,21.32
1999-06-24,1315.78,23.06
1999-06-25,1315.3101,21.76
1999-06-28,1331.35,22.63
1999-06-29,1351.45,22.51
1999-06-30,1372.71,21.09
1999-07-01,1380.96,19.69
1999-07-02,1391.22,18.66
1999-07-06,1388.12,20.73
1999-07-07,1395.86,20.35
1999-07-08,1394.42,20.24
1999-07-09,1403.28,17.96
1999-07-12,1399.1,19.73
1999-07-13,1393.5601,19.95
1999-07-14,1398.17,19.71
1999-07-15,1409.62,18.68
1999-07-16,1418.78,17.42
1999-07-19,1407.65,19.07
1999-07-20,1377.1,21.79
1999-07-21,1379.29,21.46
1999-07-22,1360.97,23.05
1999-07-23,1356.9399,23.32
1999-07-26,1347.76,24.98
1999-07-27,1362.84,23.23
1999-07-28,1365.4,22.85
1999-07-29,1341.03,24.52
1999-07-30,1328.72,24.64
1999-08-02,1328.05,25.59
1999-08-03,1322.1801,26.27
1999-08-04,1305.33,27.4
1999-08-05,1313.71,27.01
1999-08-06,1300.29,26.6
1999-08-09,1297.8,27.66
1999-08-10,1281.4301,28.45
1999-08-11,1301.9301,25.39
1999-08-12,1298.16,25.03
1999-08-13,1327.6801,22.31
1999-08-16,1330.77,23.07
1999-08-17,1344.16,21.67
1999-08-18,1332.84,23.3
1999-08-19,1323.59,24.39
1999-08-20,1336.61,22.95
1999-08-23,1360.22,22.55
1999-08-24,1363.5,22.4
1999-08-25,1381.79,20.96
1999-08-26,1362.01,21.21
1999-08-27,1348.27,21.83
1999-08-30,1324.02,24.63
1999-08-31,1320.41,24.45
1999-09-01,1331.0699,22.93
1999-09-02,1319.11,24.53
1999-09-03,1357.24,20.98
1999-09-07,1350.45,23.44
1999-09-08,1344.15,23.82
1999-09-09,1347.66,23.01
1999-09-10,1351.66,22.03
1999-09-13,1344.13,22.89
1999-09-14,1336.29,23.77
1999-09-15,1317.97,24.56
1999-09-16,1318.48,25.25
1999-09-17,1335.42,23.3
1999-09-20,1335.53,24.03
1999-09-21,1307.58,25.65
1999-09-22,1310.51,25.19
1999-09-23,1280.41,27.84
1999-09-24,1277.36,27.79
1999-09-27,1283.3101,26.4
1999-09-28,1282.2,26.06
1999-09-29,1268.37,26.49
1999-09-30,1282.71,25.41
1999-10-01,1282.8101,24.93
1999-10-04,1304.6,24.46
1999-10-05,1301.35,24.79
1999-10-06,1325.4,22.06
1999-10-07,1317.64,23.58
1999-10-08,1336.02,20.49
1999-10-11,1335.21,20.63
1999-10-12,1313.04,22.84
1999-10-13,1285.55,25.96
1999-10-14,1283.42,26.05
1999-10-15,1247.41,28.75
1999-10-18,1254.13,28.19
1999-10-19,1261.3199,26.56
1999-10-20,1289.4301,23.9
1999-10-21,1283.61,24.02
1999-10-22,1301.65,21.64
1999-10-25,1293.63,23.6
1999-10-26,1281.91,24.26
1999-10-27,1296.71,24.2
1999-10-28,1342.4399,21.34
1999-10-29,1362.9301,22.2
1999-11-01,1354.12,22.09
1999-11-02,1347.74,23.1
1999-11-03,1354.9301,23.16
1999-11-04,1362.64,23.0
1999-11-05,1370.23,21.66
1999-11-08,1377.01,21.87
1999-11-09,1365.28,22.7
1999-11-10,1373.46,22.26
1999-11-11,1381.46,22.07
1999-11-12,1396.0601,21.65
1999-11-15,1394.39,22.74
1999-11-16,1420.0699,20.73
1999-11-17,1410.71,20.96
1999-11-18,1424.9399,19.76
1999-11-19,1422.0,19.11
1999-11-22,1420.9399,19.98
1999-11-23,1404.64,21.0
1999-11-24,1417.08,20.26
1999-11-26,1416.62,22.33
1999-11-29,1407.83,23.57
1999-11-30,1388.91,24.18
1999-12-01,1397.72,22.23
1999-12-02,1409.04,21.77
1999-12-03,1433.3,19.32
1999-12-06,1423.33,20.58
1999-12-07,1409.17,21.09
1999-12-08,1403.88,21.25
1999-12-09,1408.11,21.19
1999-12-10,1417.04,21.48
1999-12-13,1415.22,21.72
1999-12-14,1403.17,23.06
1999-12-15,1413.33,22.03
1999-12-16,1418.78,21.91
1999-12-17,1421.03,21.35
1999-12-20,1418.09,23.78
1999-12-21,1433.4301,22.66
1999-12-22,1436.13,22.43
1999-12-23,1458.34,21.12
1999-12-27,1457.1,23.07
1999-12-28,1457.66,22.97
1999-12-29,1463.46,23.09
1999-12-30,1464.47,24.76
1999-12-31,1469.25,24.64
2000-01-03,1455.22,24.21
2000-01-04,1399.42,27.01
2000-01-05,1402.11,26.41
2000-01-06,1403.45,25.73
2000-01-07,1441.47,21.72
2000-01-10,1457.6,21.71
2000-01-11,1438.5601,22.5
2000-01-12,1432.25,22.84
2000-01-13,1449.6801,21.71
2000-01-14,1465.15,19.66
2000-01-18,1455.14,21.5
2000-01-19,1455.9,21.72
2000-01-20,1445.5699,21.75
2000-01-21,1441.36,20.82
2000-01-24,1401.53,24.07
2000-01-25,1410.03,23.02
2000-01-26,1404.09,23.03
2000-01-27,1398.5601,23.54
2000-01-28,1360.16,26.14
2000-01-31,1394.46,24.95
2000-02-01,1409.28,23.45
2000-02-02,1409.12,23.12
2000-02-03,1424.97,22.01
2000-02-04,1424.37,21.54
2000-02-07,1424.24,22.79
2000-02-08,1441.72,21.25
2000-02-09,1411.71,22.9
2000-02-10,1416.83,23.07
2000-02-11,1387.12,24.42
2000-02-14,1389.9399,24.38
2000-02-15,1402.05,22.92
2000-02-16,1387.67,23.51
2000-02-17,1388.26,23.17
2000-02-18,1346.09,26.0
2000-02-22,1352.17,25.86
2000-02-23,1360.6899,23.89
2000-02-24,1353.4301,24.38
2000-02-25,1333.36,25.2
2000-02-28,1348.05,24.68
2000-02-29,1366.42,23.37
2000-03-01,1379.1899,21.64
2000-03-02,1381.76,21.06
2000-03-03,1409.17,19.21
2000-03-06,1391.28,21.5
2000-03-07,1355.62,24.31
2000-03-08,1366.7,23.82
2000-03-09,1401.6899,22.21
2000-03-10,1395.0699,21.24
2000-03-13,1383.62,22.85
2000-03-14,1359.15,24.41
2000-03-15,1392.14,22.34
2000-03-16,1458.47,20.77
2000-03-17,1464.47,22.37
2000-03-20,1456.63,22.96
2000-03-21,1493.87,21.7
2000-03-22,1500.64,21.49
2000-03-23,1527.35,22.26
2000-03-24,1527.46,23.31
2000-03-27,1523.86,24.53
2000-03-28,1507.73,24.86
2000-03-29,1508.52,24.1
2000-03-30,1487.92,25.47
2000-03-31,1498.58,24.11
2000-04-03,1505.97,24.03
2000-04-04,1494.73,27.12
2000-04-05,1487.37,28.41
2000-04-06,1501.34,27.15
2000-04-07,1516.35,24.39
2000-04-10,1504.46,25.99
2000-04-11,1500.59,27.25
2000-04-12,1467.17,28.98
2000-04-13,1440.51,29.4
2000-04-14,1356.5601,33.49
2000-04-17,1401.4399,28.95
2000-04-18,1441.61,26.12
2000-04-19,1427.47,27.02
2000-04-20,1434.54,25.85
2000-04-24,1429.86,27.37
2000-04-25,1477.4399,25.24
2000-04-26,1460.99,26.97
2000-04-27,1464.92,26.19
2000-04-28,1452.4301,26.2
2000-05-01,1468.25,25.88
2000-05-02,1446.29,28.5
2000-05-03,1415.1,31.63
2000-05-04,1409.5699,30.77
2000-05-05,1432.63,27.53
2000-05-08,1424.17,28.2
2000-05-09,1412.14,28.93
2000-05-10,1383.05,29.87
2000-05-11,1407.8101,27.76
2000-05-12,1420.96,26.05
2000-05-15,1452.36,24.86
2000-05-16,1466.04,24.34
2000-05-17,1447.8,23.98
2000-05-18,1437.21,23.96
2000-05-19,1406.95,25.44
2000-05-22,1400.72,26.0
2000-05-23,1373.86,25.87
2000-05-24,1399.05,24.32
2000-05-25,1381.52,24.58
2000-05-26,1378.02,24.47
2000-05-30,1422.45,23.62
2000-05-31,1420.6,23.65
2000-06-01,1448.8101,22.36
2000-06-02,1477.26,21.48
2000-06-05,1467.63,22.71
2000-06-06,1457.84,23.05
2000-06-07,1471.36,22.48
2000-06-08,1461.67,22.77
2000-06-09,1456.95,22.14
2000-06-12,1446.0,22.32
2000-06-13,1469.4399,21.67
2000-06-14,1470.54,21.48
2000-06-15,1478.73,20.68
2000-06-16,1464.46,20.5
2000-06-19,1486.0,20.63
2000-06-20,1475.95,20.88
2000-06-21,1479.13,20.61
2000-06-22,1452.1801,22.0
2000-06-23,1441.48,22.34
2000-06-26,1455.3101,22.45
2000-06-27,1450.55,21.8
2000-06-28,1454.8199,20.29
2000-06-29,1442.39,19.7
2000-06-30,1454.6,19.54
2000-07-03,1469.54,19.83
2000-07-05,1446.23,21.16
2000-07-06,1456.67,20.94
2000-07-07,1478.9,19.22
2000-07-10,1475.62,20.33
2000-07-11,1480.88,20.11
2000-07-12,1492.92,20.03
2000-07-13,1495.84,20.03
2000-07-14,1509.98,19.32
2000-07-17,1510.49,19.45
2000-07-18,1493.74,19.75
2000-07-19,1481.96,19.65
2000-07-20,1495.5699,18.94
2000-07-21,1480.1899,18.94
2000-07-24,1464.29,19.92
2000-07-25,1474.47,19.39
2000-07-26,1452.42,19.67
2000-07-27,1449.62,19.6
2000-07-28,1419.89,20.84
2000-07-31,1430.83,20.74
2000-08-01,1438.1,20.55
2000-08-02,1438.7,20.0
2000-08-03,1452.5601,19.99
2000-08-04,1462.9301,18.62
2000-08-07,1479.3199,19.03
2000-08-08,1482.8,18.79
2000-08-09,1472.87,19.18
2000-08-10,1460.25,19.19
2000-08-11,1471.84,18.55
2000-08-14,1491.5601,17.88
2000-08-15,1484.4301,17.98
2000-08-16,1479.85,18.02
2000-08-17,1496.0699,17.48
2000-08-18,1491.72,17.05
2000-08-21,1499.48,17.35
2000-08-22,1498.13,17.47
2000-08-23,1505.97,17.38
2000-08-24,1508.3101,17.04
2000-08-25,1506.45,16.53
2000-08-28,1514.09,16.54
2000-08-29,1509.84,16.89
2000-08-30,1502.59,17.69
2000-08-31,1517.6801,16.84
2000-09-01,1520.77,17.53
2000-09-05,1507.08,19.82
2000-09-06,1492.25,20.79
2000-09-07,1502.51,19.42
2000-09-08,1494.5,18.46
2000-09-11,1489.26,18.4
2000-09-12,1481.99,18.59
2000-09-13,1484.91,18.32
2000-09-14,1480.87,18.26
2000-09-15,1465.8101,18.52
2000-09-18,1444.51,20.25
2000-09-19,1459.9,19.54
2000-09-20,1451.34,19.93
2000-09-21,1449.05,20.18
2000-09-22,1448.72,20.74
2000-09-25,1439.03,21.41
2000-09-26,1427.21,21.88
2000-09-27,1426.5699,21.67
2000-09-28,1458.29,19.47
2000-09-29,1436.51,20.57
2000-10-02,1436.23,21.23
2000-10-03,1426.46,21.85
2000-10-04,1434.3199,21.54
2000-10-05,1436.28,21.03
2000-10-06,1408.99,22.71
2000-10-09,1402.03,24.02
2000-10-10,1387.02,24.86
2000-10-11,1364.59,26.57
2000-10-12,1329.78,30.51
2000-10-13,1374.17,27.6
2000-10-16,1374.62,26.79
2000-10-17,1349.97,27.84
2000-10-18,1342.13,28.72
2000-10-19,1388.76,25.09
2000-10-20,1396.9301,24.24
2000-10-23,1395.78,24.69
2000-10-24,1398.13,24.28
2000-10-25,1364.9,26.65
2000-10-26,1364.4399,28.62
2000-10-27,1379.58,26.47
2000-10-30,1398.66,25.46
2000-10-31,1429.4,23.63
2000-11-01,1421.22,24.28
2000-11-02,1428.3199,23.92
2000-11-03,1426.6899,23.67
2000-11-06,1432.1899,24.52
2000-11-07,1431.87,24.91
2000-11-08,1409.28,25.66
2000-11-09,1400.14,27.2
2000-11-10,1365.98,28.53
2000-11-13,1351.26,29.06
2000-11-14,1382.95,26.81
2000-11-15,1389.8101,26.15
2000-11-16,1372.3199,25.05
2000-11-17,1367.72,24.81
2000-11-20,1342.62,27.43
2000-11-21,1347.35,26.62
2000-11-22,1322.36,27.71
2000-11-24,1341.77,26.0
2000-11-27,1348.97,26.93
2000-11-28,1336.09,27.64
2000-11-29,1341.9301,27.49
2000-11-30,1314.95,29.65
2000-12-01,1315.23,27.48
2000-12-04,1324.97,27.78
2000-12-05,1376.54,24.99
2000-12-06,1351.46,25.07
2000-12-07,1343.55,25.34
2000-12-08,1369.89,22.41
2000-12-11,1380.2,23.51
2000-12-12,1371.1801,24.88
2000-12-13,1359.99,23.63
2000-12-14,1340.9301,24.86
2000-12-15,1312.15,26.55
2000-12-18,1322.74,27.7
2000-12-19,1305.6,27.17
2000-12-20,1264.74,31.74
2000-12-21,1274.86,29.66
2000-12-22,1305.95,27.55
2000-12-26,1315.1899,28.73
2000-12-27,1328.92,28.14
2000-12-28,1334.22,26.57
2000-12-29,1320.28,26.85
2001-01-02,1283.27,29.99
2001-01-03,1347.5601,26.6
2001-01-04,1333.34,26.97
2001-01-05,1298.35,28.67
2001-01-08,1295.86,29.84
2001-01-09,1300.8,27.99
2001-01-10,1313.27,26.8
2001-01-11,1326.8199,25.79
2001-01-12,1318.55,24.56
2001-01-16,1326.65,25.28
2001-01-17,1329.47,24.93
2001-01-18,1347.97,23.37
2001-01-19,1342.54,23.24
2001-01-22,1342.9,23.25
2001-01-23,1360.4,21.57
2001-01-24,1364.3,22.03
2001-01-25,1357.51,22.64
2001-01-26,1354.95,22.57
2001-01-29,1364.17,22.61
2001-01-30,1373.73,22.57
2001-01-31,1366.01,22.02
2001-02-01,1373.47,21.66
2001-02-02,1349.47,21.95
2001-02-05,1354.3101,22.19
2001-02-06,1352.26,21.98
2001-02-07,1340.89,21.67
2001-02-08,1332.53,21.46
2001-02-09,1314.76,22.03
2001-02-12,1330.3101,21.92
2001-02-13,1318.8,21.37
2001-02-14,1315.92,21.52
2001-02-15,1326.61,20.27
2001-02-16,1301.53,22.12
2001-02-20,1278.9399,24.69
2001-02-21,1255.27,25.75
2001-02-22,1252.8199,26.76
2001-02-23,1245.86,27.21
2001-02-26,1267.65,25.43
2001-02-27,1257.9399,26.49
2001-02-28,1239.9399,28.35
2001-03-01,1241.23,28.08
2001-03-02,1234.1801,27.43
2001-03-05,1241.41,27.12
2001-03-06,1253.8,25.89
2001-03-07,1261.89,24.12
2001-03-08,1264.74,24.29
2001-03-09,1233.42,25.62
2001-03-12,1180.16,30.32
2001-03-13,1197.66,27.55
2001-03-14,1166.71,29.61
2001-03-15,1173.5601,28.56
2001-03-16,1150.53,29.91
2001-03-19,1170.8101,29.78
2001-03-20,1142.62,30.96
2001-03-21,1122.14,31.93
2001-03-22,1117.58,32.84
2001-03-23,1139.83,30.45
2001-03-26,1152.6899,29.04
2001-03-27,1182.17,27.04
2001-03-28,1153.29,28.58
2001-03-29,1147.95,29.17
2001-03-30,1160.33,28.64
2001-04-02,1145.87,31.21
2001-04-03,1106.46,34.72
2001-04-04,1103.25,34.07
2001-04-05,1151.4399,29.94
2001-04-06,1128.4301,31.69
2001-04-09,1137.59,31.91
2001-04-10,1168.38,29.44
2001-04-11,1165.89,28.46
2001-04-12,1183.5,26.12
2001-04-16,1179.6801,26.33
2001-04-17,1191.8101,25.61
2001-04-18,1238.16,24.13
2001-04-19,1253.6899,24.16
2001-04-20,1242.98,25.38
2001-04-23,1224.36,28.16
2001-04-24,1209.47,28.49
2001-04-25,1228.75,27.4
2001-04-26,1234.52,25.96
2001-04-27,1253.05,24.02
2001-04-30,1249.46,25.48
2001-05-01,1266.4399,24.2
2001-05-02,1267.4301,24.23
2001-05-03,1248.58,25.78
2001-05-04,1266.61,23.91
2001-05-07,1263.51,24.86
2001-05-08,1261.2,24.44
2001-05-09,1255.54,24.35
2001-05-10,1255.1801,24.0
2001-05-11,1245.67,23.54
2001-05-14,1248.92,24.26
2001-05-15,1249.4399,23.71
2001-05-16,1284.99,21.89
2001-05-17,1288.49,21.47
2001-05-18,1291.96,21.23
2001-05-21,1312.83,20.76
2001-05-22,1309.38,21.35
2001-05-23,1289.05,22.08
2001-05-24,1293.17,20.57
2001-05-25,1277.89,20.6
2001-05-29,1267.9301,22.14
2001-05-30,1248.08,22.76
2001-05-31,1255.8199,22.64
2001-06-01,1260.67,21.59
